COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE
Barnacle Goose,Branta leucopsis,1,Norfolk,"Wollaston Golf Club, Milton US-MA (42.2347,-71.0733)",42.234709,-71.073287,2019-11-30
Eared Grebe,Podiceps nigricollis,1,Barnstable,"1 Macmillan Wharf, Provincetown US-MA (42.0495,-70.1818)",42.049497,-70.181754,2019-01-13
Painted Bunting,Passerina ciris,1,Plymouth,stakeout Painted Bunting--Carver (Dec 2019-Jan 2020),41.8400338,-70.721576,2019-12-20
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg K,40.096262,-68.499827,2019-09-21
Painted Bunting,Passerina ciris,1,Plymouth,stakeout Painted Bunting--Carver (Dec 2019-Jan 2020),41.8400338,-70.721576,2019-12-24
Painted Bunting,Passerina ciris,1,Plymouth,"27 Adams Cir, Carver US-MA (41.8396,-70.7233)",41.839629,-70.723262,2019-12-20
Gull-billed Tern,Gelochelidon nilotica,1,Barnstable,Monomoy NWR--South End,41.5435591,-70.0061059,2019-09-18
Tundra Swan,Cygnus columbianus,3,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-22
Tundra Swan,Cygnus columbianus,5,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-16
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"(40.8959,-69.5293) - J",40.895895,-69.529317,2019-09-22
Tundra Swan,Cygnus columbianus,1,Bristol,Broad Cove,41.7892329,-71.1252308,2019-12-13
Tundra Swan,Cygnus columbianus,1,Bristol,Broad Cove,41.7892329,-71.1252308,2019-12-12
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"(40.8959,-69.5293) - J",40.895895,-69.529317,2019-09-22
Townsend's Warbler,Setophaga townsendi,1,Dukes,Cuttyhunk Island,41.4200747,-70.9346008,2019-10-19
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-25
White-faced Ibis,Plegadis chihi,1,Bristol,Broad Cove,41.7892329,-71.1252308,2019-11-15
Tundra Swan,Cygnus columbianus,1,Bristol,Broad Cove,41.7892329,-71.1252308,2019-12-28
Gull-billed Tern,Gelochelidon nilotica,2,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-14
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-15
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg I,40.063668,-68.867813,2019-09-21
Western Tanager,Piranga ludoviciana,1,Plymouth,Eel River Preserve (north),41.928194,-70.615136,2019-12-20
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-14
Wilson's Plover,Charadrius wilsonia,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-21
Ruff,Calidris pugnax,1,Essex,"94â€“132 Scotland Rd, Newbury US-MA (42.7885,-70.9094)",42.788515,-70.909412,2019-03-31
Tufted Duck,Aythya fuligula,1,Nantucket,North Head Long Pond,41.286172,-70.1700962,2019-02-23
Tufted Duck,Aythya fuligula,1,Nantucket,"193 Madaket Rd, Nantucket US-MA (41.2813,-70.1766)",41.281334,-70.176632,2019-01-12
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
Tufted Duck,Aythya fuligula,1,Barnstable,"Long Pond, Harwich",41.719851,-70.086099,2019-01-21
White-faced Ibis,Plegadis chihi,1,Worcester,"Muddy Pond/Sterling Peat, Sterling",42.4125067,-71.787524,2019-10-21
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
Barnacle Goose,Branta leucopsis,1,Norfolk,"999 Randolph Ave, Milton US-MA (42.2344,-71.0739)",42.234445,-71.073948,2019-11-26
Ruff,Calidris pugnax,1,Essex,"Wet Meadows Viewing Platform, Scotland Rd, Newbury",42.7884896,-70.9094299,2019-03-31
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-19
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-19
White-faced Ibis,Plegadis chihi,1,Worcester,"Muddy Pond/Sterling Peat, Sterling",42.4125067,-71.787524,2019-10-20
Tufted Duck,Aythya fuligula,1,Barnstable,"Long Pond, Harwich",41.719851,-70.086099,2019-01-23
Ruff,Calidris pugnax,1,Essex,"Wet Meadows Viewing Platform, Scotland Rd, Newbury",42.7884896,-70.9094299,2019-03-31
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
Townsend's Solitaire,Myadestes townsendi,1,Essex,Halibut Point SP,42.6910153,-70.6317011,2019-11-25
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2019-12-16
Townsend's Solitaire,Myadestes townsendi,1,Essex,Halibut Point SP,42.6910153,-70.6317011,2019-11-23
Wilson's Plover,Charadrius wilsonia,1,Essex,Sandy Point State Reservation,42.7035658,-70.7790756,2019-09-20
Barnacle Goose,Branta leucopsis,1,Norfolk,Turner's Pond,42.2620582,-71.0787749,2019-11-23
Barnacle Goose,Branta leucopsis,1,Norfolk,Turner's Pond,42.2620582,-71.0787749,2019-11-23
Tundra Swan,Cygnus columbianus,1,Plymouth,"1 White Island Road, Halifax, Massachusetts, US (42.002, -70.842)",42.0022248,-70.8421366,2019-12-24
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-07
LeConte's Sparrow,Ammospiza leconteii,1,Franklin,"Mill Village Rd, Deerfield US-MA (42.5283,-72.6117)",42.528337,-72.611715,2019-10-16
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-08
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-12
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
Lark Bunting,Calamospiza melanocorys,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2019-10-04
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg K,40.096262,-68.499827,2019-09-21
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg K,40.096262,-68.499827,2019-09-21
Barnacle Goose,Branta leucopsis,1,Norfolk,Milton Cemetery,42.2556495,-71.0631001,2019-11-27
Mew Gull,Larus canus,1,Essex,"King's Beach, Lynn/Swampscott",42.4667154,-70.9221983,2019-01-09
Tundra Swan,Cygnus columbianus,19,Franklin,Turners Falls Power Canal,42.5949419,-72.577219,2019-03-11
Tundra Swan,Cygnus columbianus,5,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-16
Tundra Swan,Cygnus columbianus,1,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-17
Barnacle Goose,Branta leucopsis,1,Norfolk,Wollaston Golf Club,42.2355716,-71.070385,2019-11-30
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-19
Mew Gull,Larus canus,1,Bristol,Broad Cove,41.7892329,-71.1252308,2019-11-22
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-27
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-19
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"(40.8959,-69.5293) - J",40.895895,-69.529317,2019-09-22
Brown Pelican,Pelecanus occidentalis,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-11
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-28
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,"1136 Main St, Dighton US-MA (41.8197,-71.1551)",41.819651,-71.155129,2019-12-14
Brown Pelican,Pelecanus occidentalis,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-11
Rufous Hummingbird,Selasphorus rufus,1,Berkshire,Rt 7 New Ashford - Rufous Hummingbird,42.588988,-73.2493777,2019-11-04
Pacific Loon,Gavia pacifica,1,Barnstable,"Race Point Beach, Provincetown",42.0786041,-70.2249098,2019-01-06
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-24
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-28
Mississippi Kite,Ictinia mississippiensis,1,Bristol,Ocean View Farm Reserve,41.5321263,-71.0059067,2019-05-22
Western Tanager,Piranga ludoviciana,1,Plymouth,Eel River Preserve (north),41.928194,-70.615136,2019-12-22
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg I,40.063668,-68.867813,2019-09-21
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Plymouth,Daniel Webster Wildlife Sanctuary (Mass Audubon),42.0881122,-70.6772727,2019-06-15
Varied Thrush,Ixoreus naevius,1,Nantucket,Madaket,41.2814244,-70.1846766,2019-02-17
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Nantucket,Rare Duck location,41.2696649,-70.1929314,2019-06-10
Barnacle Goose,Branta leucopsis,1,Norfolk,"Wollaston Golf Club, Milton US-MA (42.2371,-71.0748)",42.237067,-71.074778,2019-11-30
Brown Pelican,Pelecanus occidentalis,1,Essex,Salem Ferry Dock,42.5213632,-70.8800651,2019-09-07
Tufted Duck,Aythya fuligula,1,Nantucket,North Head Long Pond,41.286172,-70.1700962,2019-02-23
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-19
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
Ruff,Calidris pugnax,1,Essex,"Wet Meadows Viewing Platform, Scotland Rd, Newbury",42.7884896,-70.9094299,2019-03-31
Franklin's Gull,Leucophaeus pipixcan,1,Norfolk,"Presidents Golf Course, Quincy",42.2676792,-71.0449637,2019-11-23
White-faced Ibis,Plegadis chihi,1,Worcester,"Muddy Pond/Sterling Peat, Sterling",42.4125067,-71.787524,2019-10-20
Townsend's Solitaire,Myadestes townsendi,1,Essex,Halibut Point SP,42.6910153,-70.6317011,2019-12-07
Western Tanager,Piranga ludoviciana,1,Barnstable,"1 Oriole Lane, Sandwich, Massachusetts",41.7377746,-70.4906338,2019-12-27
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2019-11-30
Mississippi Kite,Ictinia mississippiensis,1,Plymouth,Rt. 3 x Plimoth Plantation Hwy,41.934198,-70.6480709,2019-05-22
Brown Booby,Sula leucogaster,1,Nantucket,"(40.1024,-68.6153) - J",40.102375,-68.615274,2019-09-21
Brown Booby,Sula leucogaster,1,Nantucket,"(40.1024,-68.6153) - J",40.102375,-68.615274,2019-09-21
Brown Booby,Sula leucogaster,1,Nantucket,"(40.1024,-68.6153) - J",40.102375,-68.615274,2019-09-21
Tundra Swan,Cygnus columbianus,1,Bristol,"1136 Main St, Dighton US-MA (41.8197,-71.1553)",41.819679,-71.155306,2019-12-10
Barnacle Goose,Branta leucopsis,1,Norfolk,Turner's Pond,42.2620582,-71.0787749,2019-11-23
Barnacle Goose,Branta leucopsis,1,Norfolk,Turner's Pond,42.2620582,-71.0787749,2019-11-23
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Worcester,Quaboag Pond,42.1969851,-72.069314,2019-08-26
Painted Bunting,Passerina ciris,1,Plymouth,"104â€“112 Cranberry Rd, Carver US-MA (41.8410,-70.7151)",41.840991,-70.715102,2019-12-22
Loggerhead Shrike,Lanius ludovicianus,1,Franklin,Turners Falls Airport,42.5906576,-72.5241262,2019-06-03
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-12
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-12
Lark Bunting,Calamospiza melanocorys,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2019-10-04
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-06
Rufous Hummingbird,Selasphorus rufus,1,Berkshire,"17 U.S. 7, New Ashford, Massachusetts, US (42.59, -73.25)",42.5900268,-73.2500751,2019-10-26
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-10
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-06
Painted Bunting,Passerina ciris,1,Barnstable,Pilgrim Heights Rd,42.0432773,-70.2023792,2019-11-29
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-12
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR--Salt Pans,42.7737313,-70.8073997,2019-09-14
Townsend's Solitaire,Myadestes townsendi,1,Nantucket,Nantucket--Jackson Point,41.2747344,-70.2025938,2019-11-11
Tufted Duck,Aythya fuligula,1,Essex,"Haggetts Pond, Andover",42.6504375,-71.1994743,2019-01-12
Painted Bunting,Passerina ciris,1,Plymouth,"27 Adams Cir, Carver US-MA (41.8396,-70.7233)",41.839629,-70.723262,2019-12-20
Mew Gull,Larus canus,1,Essex,"King's Beach, Lynn/Swampscott",42.4667154,-70.9221983,2019-01-09
Western Tanager,Piranga ludoviciana,1,Essex,Eastern Point Wildlife Sanctuary (Mass Audubon),42.5804026,-70.664616,2019-11-15
Painted Bunting,Passerina ciris,1,Plymouth,"27 Adams Cir, Carver US-MA (41.8396,-70.7233)",41.839629,-70.723262,2019-12-20
Western Tanager,Piranga ludoviciana,1,Essex,Eastern Point Wildlife Sanctuary (Mass Audubon),42.5804026,-70.664616,2019-11-10
Tundra Swan,Cygnus columbianus,5,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-25
Black-throated Gray Warbler,Setophaga nigrescens,1,Barnstable,"Salt Pond, Falmouth",41.542976,-70.62774,2019-10-18
Painted Bunting,Passerina ciris,1,Barnstable,Brewster Community Gardens,41.7608126,-70.0901663,2019-11-12
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-19
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,"Monomoy NWR, Morris Island",41.6060243,-69.9909698,2019-05-25
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Broad Cove,41.7892329,-71.1252308,2019-12-08
Pacific Loon,Gavia pacifica,1,Barnstable,Herring Cove Beach,42.0461217,-70.2185583,2019-05-04
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-15
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-15
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg I,40.063668,-68.867813,2019-09-21
LeConte's Sparrow,Ammospiza leconteii,1,Franklin,"Mill Village Road fields, Deerfield",42.5378723,-72.6097584,2019-10-15
Gull-billed Tern,Gelochelidon nilotica,2,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-14
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-16
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg I,40.063668,-68.867813,2019-09-21
Gull-billed Tern,Gelochelidon nilotica,2,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-14
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2019-01-01
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Plymouth,Daniel Webster Wildlife Sanctuary (Mass Audubon),42.0881122,-70.6772727,2019-06-15
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Plymouth,Daniel Webster Wildlife Sanctuary (Mass Audubon),42.0881122,-70.6772727,2019-06-15
Varied Thrush,Ixoreus naevius,1,Nantucket,Madaket,41.2700656,-70.1985168,2019-03-30
Barnacle Goose,Branta leucopsis,1,Norfolk,Wollaston Golf Club,42.2355239,-71.0703206,2019-12-01
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-19
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-19
White-faced Ibis,Plegadis chihi,1,Worcester,"Muddy Pond/Sterling Peat, Sterling",42.4125067,-71.787524,2019-10-20
Northern Lapwing,Vanellus vanellus,1,Bristol,Shaws Cove Road,41.6411207,-70.8472896,2019-11-28
South Polar Skua,Stercorarius maccormicki,2,Nantucket,Sharp Beaker Cruise_21Aug2019,40.72,-68.1137,2019-08-21
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2019-02-23
South Polar Skua,Stercorarius maccormicki,1,Barnstable,Race Point,42.0691855,-70.2381706,2019-10-11
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Main St. corn fields,41.8195596,-71.1554003,2019-12-10
Tufted Duck,Aythya fuligula,1,Nantucket,Long Pond,41.2834825,-70.1676178,2019-04-07
Townsend's Solitaire,Myadestes townsendi,1,Essex,Halibut Point SP,42.6910153,-70.6317011,2019-11-25
Mississippi Kite,Ictinia mississippiensis,1,Bristol,Oak Top (Private),41.8547833,-71.1776575,2019-05-26
Brown Booby,Sula leucogaster,1,Nantucket,"(40.1024,-68.6153) - J",40.102375,-68.615274,2019-09-21
Brown Booby,Sula leucogaster,1,Nantucket,"(40.1024,-68.6153) - J",40.102375,-68.615274,2019-09-21
Wilson's Plover,Charadrius wilsonia,1,Essex,Sandy Point State Reservation,42.7035658,-70.7790756,2019-09-22
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Nantucket,Long pond/Tristam's Landing,41.268587,-70.194163,2019-06-10
Mississippi Kite,Ictinia mississippiensis,1,Plymouth,Tidmarsh Wildlife Sanctuary (Mass Audubon),41.9130258,-70.5681799,2019-06-01
Rufous Hummingbird,Selasphorus rufus,1,Berkshire,"17 US-7, Lanesborough US-MA (42.5900,-73.2504)",42.59,-73.250391,2019-11-02
Barnacle Goose,Branta leucopsis,1,Norfolk,Turner's Pond,42.2620582,-71.0787749,2019-11-23
Barnacle Goose,Branta leucopsis,1,Norfolk,"17 Heather Drive, Milton, Massachusetts, US (42.236, -71.075)",42.2362353,-71.0754047,2019-11-28
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Worcester,Quaboag Pond,42.1969851,-72.069314,2019-08-24
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-12
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-07
Lark Bunting,Calamospiza melanocorys,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2019-10-04
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
Painted Bunting,Passerina ciris,1,Barnstable,Orleans,41.7932374,-70.0082546,2019-12-31
Western Tanager,Piranga ludoviciana,1,Barnstable,Home,41.7379222,-70.4905289,2019-12-25
Painted Bunting,Passerina ciris,1,Barnstable,Barnstable County Farm,41.7004098,-70.2896261,2019-10-26
Western Tanager,Piranga ludoviciana,1,Barnstable,Home,41.7379222,-70.4905289,2019-12-23
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg K,40.096262,-68.499827,2019-09-21
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR--Salt Pans,42.7737313,-70.8073997,2019-09-16
Tundra Swan,Cygnus columbianus,19,Franklin,Turners Falls Power Canal,42.5949419,-72.577219,2019-03-12
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Main Street Cornfield,41.8174126,-71.1512188,2019-12-10
Mew Gull,Larus canus,1,Essex,"King's Beach, Lynn/Swampscott",42.4667154,-70.9221983,2019-02-09
Tundra Swan,Cygnus columbianus,4,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-23
Gull-billed Tern,Gelochelidon nilotica,1,Barnstable,Monomoy NWR--Powder Hole,41.5549318,-70.0047648,2019-09-17
Tundra Swan,Cygnus columbianus,5,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-25
Tundra Swan,Cygnus columbianus,5,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-19
Tundra Swan,Cygnus columbianus,5,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-28
Black-throated Gray Warbler,Setophaga nigrescens,1,Barnstable,"Salt Pond, Falmouth",41.542976,-70.62774,2019-10-26
Brown Pelican,Pelecanus occidentalis,1,Barnstable,"Atlantic Ocean, Orleans US-MA (41.6579,-69.9468)",41.657931,-69.946782,2019-05-11
Tundra Swan,Cygnus columbianus,1,Bristol,Broad Cove,41.7892329,-71.1252308,2019-12-15
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-23
Barnacle Goose,Branta leucopsis,1,Norfolk,Wollaston Golf Club 11th Hole,42.2355398,-71.0703421,2019-11-30
Gull-billed Tern,Gelochelidon nilotica,2,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-14
Wilson's Plover,Charadrius wilsonia,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-23
Brown Booby,Sula leucogaster,1,Barnstable,First Encounter Beach,41.8215025,-70.0037241,2019-10-12
Painted Bunting,Passerina ciris,1,Barnstable,"Marsh Area-38 Jones Ln - 41.731x-70.406 - Mar 13, 2016 3:19 PM",41.7306749,-70.4059929,2019-12-18
Black-throated Gray Warbler,Setophaga nigrescens,1,Barnstable,Shining Sea Bike Path,41.5450987,-70.6313067,2019-12-11
Brown Booby,Sula leucogaster,1,Nantucket,Nantucket Shoals,41.2965528,-69.7851563,2019-09-09
Barnacle Goose,Branta leucopsis,1,Norfolk,Wollaston Country Club,42.2373091,-71.0719286,2019-11-30
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
LeConte's Sparrow,Ammospiza leconteii,1,Plymouth,Betty's Neck,41.8249523,-70.9028983,2019-01-01
Tufted Duck,Aythya fuligula,1,Barnstable,"Long Pond, Harwich",41.719851,-70.086099,2019-01-24
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
