COMMON NAME	SCIENTIFIC NAME	OBSERVATION COUNT	STATE	COUNTY	LOCALITY	LATITUDE	LONGITUDE	OBSERVATION DATE	OBSERVER ID
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Barnstable	"Fort Hill, Eastham"	41.818792	-69.9644995	4/2/1972	obsr1162163
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Essex	Parker River NWR--Hellcat Dike	42.7411003	-70.7965012	9/16/1995	obsr34603
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Plymouth	Daniel Webster Wildlife Sanctuary (Mass Audubon)	42.0881122	-70.6772727	11/4/1988	obsr105224
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	9/16/1995	obsr149856
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Barnstable	Eastham	41.83011	-69.97386	10/23/1982	obsr39970
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Essex	Newbury- Pine Island Road	42.7795903	-70.8323765	6/9/1991	obsr39970
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Hampshire	So.Hadley	42.2591117	-72.574482	11/24/1987	obsr7870
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Barnstable	"Sandy Neck Beach parking lot, Barnstable MA"	41.7389768	-70.3811216	1/5/1992	obsr54366
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Essex	Newburyport	42.8125916	-70.8772964	5/16/1998	obsr339145
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Hampshire	"River Lodge Rd, South Hadley"	42.25258	-72.6025057	12/20/1987	obsr340174
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/4/1965	obsr39970
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Essex	Newburyport	42.8125916	-70.8772964	5/21/1998	obsr339145
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Nantucket	Nantucket	41.2834206	-70.0994568	9/16/1975	obsr39970
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Worcester	Sterling	42.43759	-71.76062	4/2/2000	obsr339145
Loggerhead Shrike	Lanius ludovicianus	1	Massachusetts	Worcester	Sterling	42.43759	-71.76062	4/2/2000	obsr216617
Cave Swallow	Petrochelidon fulva	1	Massachusetts	Barnstable	Orleans	41.78981	-69.98976	11/14/2003	obsr39970
Cave Swallow	Petrochelidon fulva	2	Massachusetts	Barnstable	Pochet Island	41.7670547	-69.9404669	11/14/2003	obsr137539
Cave Swallow	Petrochelidon fulva	1	Massachusetts	Barnstable	Chatham	41.68201	-69.95976	11/27/2003	obsr339145
Cave Swallow	Petrochelidon fulva	2	Massachusetts	Barnstable	Pochet Island	41.7670547	-69.9404669	11/14/2003	obsr54366
Cave Swallow	Petrochelidon fulva	1	Massachusetts	Barnstable	Pochet Island	41.7670547	-69.9404669	11/14/2003	obsr171679
Cave Swallow	Petrochelidon fulva	1	Massachusetts	Barnstable	Chatham Fish Pier	41.6881012	-69.9509235	11/27/2003	obsr18326
Cave Swallow	Petrochelidon fulva	2	Massachusetts	Barnstable	East Orleans	41.78511	-69.97026	11/15/2003	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	Mass Central Rail Trail and Spruce Grove	42.3848773	-71.7981698	1/29/1994	obsr28446
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Suffolk	Arnold Arboretum	42.3051491	-71.1226591	1/2/1976	obsr39970
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	11/30/1999	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	"River Road, West Boylston"	42.3829732	-71.8134856	3/10/1990	obsr426476
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Hampden	Ashley Reservoir	42.1752583	-72.6591222	1/8/1978	obsr7870
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Plymouth	Manomet Inc.	41.921005	-70.5442548	10/29/1999	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Moran WMA	42.5254414	-73.0609439	1/8/1984	obsr7870
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	Mass Central Rail Trail and Spruce Grove	42.3848773	-71.7981698	2/18/1994	obsr1056978
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	11/1/1975	obsr131673
Boreal Chickadee	Poecile hudsonicus	5	Massachusetts	Suffolk	Arnold Arboretum	42.3051491	-71.1226591	1/15/1976	obsr131673
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Barnstable	Truro	41.9934	-70.04977	4/14/1994	obsr339145
Boreal Chickadee	Poecile hudsonicus	3	Massachusetts	Hampshire	Fischer Residence	42.3749127	-72.5155659	12/28/1969	obsr519858
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Middlesex	Mt. Auburn Cemetery	42.371	-71.146	5/11/1970	obsr39970
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Worcester	Mass Central Rail Trail and Spruce Grove	42.3848773	-71.7981698	11/13/1993	obsr747531
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Ipswich	42.67929	-70.84119	2/7/1970	obsr39970
Boreal Chickadee	Poecile hudsonicus	3	Massachusetts	Norfolk	Wellesley	42.2965	-71.2926	11/3/1959	obsr349491
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	West Boylston	42.36679	-71.78562	3/1/1994	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	"River Road, West Boylston"	42.3829732	-71.8134856	12/10/1989	obsr426476
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Suffolk	Arnold Arboretum	42.3051491	-71.1226591	2/22/1972	obsr7435
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	12/31/1999	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Newburyport waterworks	42.835192	-70.9161258	2/17/1982	obsr131673
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Lower Merrimack River	42.8324477	-70.8971615	1/3/1982	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Groveland	42.7603912	-71.0314026	2/17/1996	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	West Boylston	42.36679	-71.78562	3/12/1994	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Ipswich: Pineswamp Rd.	42.6759656	-70.8642883	10/13/1975	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Franklin	Montague	42.53569	-72.53513	2/28/1993	obsr39970
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	West Boylston	42.36679	-71.78562	1/31/1994	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	first of year from 25 Watson St	42.2574395	-71.9500624	1/4/1960	obsr88527
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	"River Road, West Boylston"	42.3829732	-71.8134856	11/29/1989	obsr105224
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Middlesex	Belmont	42.3959007	-71.1787033	12/24/1969	obsr39970
Boreal Chickadee	Poecile hudsonicus	3	Massachusetts	Worcester	Quabbin	42.3667	-72.2833	11/20/1977	obsr7870
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	West Boylston	42.36679	-71.78562	1/1/1994	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	SPA: South Peabody Area: contiguous N. Lynn-S. Peabody-SW Salem	42.5066859	-70.9449863	11/3/1975	obsr131673
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	"142 County Rd., Ipswich (home)"	42.6646478	-70.8392515	10/31/1981	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	West Boylston	42.36679	-71.78562	4/2/1994	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	3/6/1996	obsr134697
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	12/15/1973	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	11/1/1999	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Middlesex	Wakefield	42.5065	-71.0728	3/1/1996	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Norman's Pond	42.663156	-70.8298677	11/22/1975	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Argilla Road bird feeder	42.6660697	-70.8104896	2/12/1966	obsr290902
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Ipswich	42.67929	-70.84119	3/13/1976	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	first of year from 25 Watson St	42.2574395	-71.9500624	4/29/1964	obsr88527
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Newburyport Harbor	42.8116989	-70.839798	12/26/1983	obsr131673
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Worcester	Mass Central Rail Trail and Spruce Grove	42.3848773	-71.7981698	11/21/1993	obsr23453
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	12/6/1959	obsr325301
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	11/29/1975	obsr131673
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Hampshire	Quabbin Reservoir (please use more refined location)	42.3047374	-72.3236847	1/1/1994	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Newburyport waterworks	42.835192	-70.9161258	2/1/1981	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	former residence on Heartbreak Rd.	42.6665143	-70.8278148	1/18/1976	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Lower Merrimack River	42.8324477	-70.8971615	12/13/1981	obsr52135
Boreal Chickadee	Poecile hudsonicus	3	Massachusetts	Essex	Newburyport waterworks	42.835192	-70.9161258	12/3/1983	obsr131673
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Newburyport waterworks	42.835192	-70.9161258	1/9/1982	obsr131673
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Suffolk	Arnold Arboretum	42.3051491	-71.1226591	11/23/1975	obsr373365
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	"River Road, West Boylston"	42.3829732	-71.8134856	4/1/1994	obsr1056978
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Georgetown Road feeder	42.7818897	-70.9874296	12/28/1999	obsr33933
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Groveland	42.7603912	-71.0314026	2/19/1996	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	former residence on Heartbreak Rd.	42.6665143	-70.8278148	2/16/1976	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	12/18/1999	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	Feeder in W. Boylston	42.3657738	-71.7930794	2/21/1994	obsr289757
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Georgetown Road West Newbury	42.7818897	-70.9874296	12/24/1999	obsr86410
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	12/1/1999	obsr339145
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Essex	Lynn Woods	42.4857702	-70.9902191	1/19/1976	obsr131673
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Essex	"Heartbreak Road marshes, Ipswich"	42.6645956	-70.829205	11/15/1975	obsr52135
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Corner Crane Neck & Georgetown Rd	42.7780551	-70.9879181	1/1/2000	obsr659691
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	1/8/2000	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.802706	-70.9857559	1/1/2000	obsr149856
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Corner Crane Neck & Georgetown Rd	42.7780551	-70.9879181	1/1/2000	obsr272549
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Corner Crane Neck & Georgetown Rd	42.7780551	-70.9879181	1/1/2000	obsr458491
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.7948968	-70.9723663	1/1/2000	obsr91307
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.783937	-70.9868288	1/1/2000	obsr162991
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	Corner Crane Neck & Georgetown Rd	42.7780551	-70.9879181	1/1/2000	obsr531374
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.802706	-70.9857559	1/1/2000	obsr149856
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Essex	West Newbury	42.80149	-70.9898	1/1/2000	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Moran WMA	42.5254414	-73.0609439	12/31/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	Barre	42.42289	-72.10512	11/4/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Middlesex	Stow	42.43699	-71.50561	12/9/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Worcester	MA-WORC_Westminster_Yard	42.6133384	-71.8878472	12/25/2001	obsr141921
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Worcester	"Mt. Watatic, Worcester County"	42.697	-71.896	10/1/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Moran WMA	42.5254414	-73.0609439	12/1/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Hampshire	Quabbin Reservoir--Winsor Dam/Park HQ	42.2804522	-72.3479962	12/29/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Moran WMA	42.5254414	-73.0609439	11/5/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Hampshire	Quabbin Reservoir (please use more refined location)	42.3047374	-72.3236847	11/11/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Middlesex	Stow	42.43699	-71.50561	12/14/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Hampden	Mt. Tom State Reservation	42.2613033	-72.6391983	9/17/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Windsor	42.51178	-73.05784	10/30/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Berkshire	Windsor	42.51178	-73.05784	10/21/2001	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Middlesex	Westford	42.57929	-71.43781	1/23/2002	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Windsor	42.51178	-73.05784	1/5/2002	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Hampshire	Granby	42.25649	-72.51623	3/1/2002	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Windsor	42.51178	-73.05784	3/18/2002	obsr339145
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Hampshire	Quabbin Reservoir--Gate 6	42.3055194	-72.3851694	1/29/2002	obsr339145
Boreal Chickadee	Poecile hudsonicus	2	Massachusetts	Hampshire	Quabbin Reservoir--Gate 6	42.3055194	-72.3851694	1/29/2002	obsr340174
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Hampshire	Granby	42.25649	-72.51623	3/4/2002	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Windsor	42.51178	-73.05784	1/4/2002	obsr339145
Boreal Chickadee	Poecile hudsonicus	1	Massachusetts	Berkshire	Savoy State Forest	42.6037443	-73.028698	1/5/2002	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Fitchburg	42.58339	-71.80232	9/8/1994	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island Airport	42.7953692	-70.8355522	9/14/1993	obsr105224
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampshire	Northampton	42.32509	-72.64123	9/19/1993	obsr171679
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Barnstable	"Fort Hill, Eastham"	41.818792	-69.9644995	9/21/1995	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Dukes	Katama	41.35842	-70.50697	9/30/1995	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampshire	Arcadia WS--Meadows Conservation Area (Mass Audubon)	42.3007929	-72.647502	12/29/1999	obsr394300
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	KMart Plaza	42.5555145	-71.779561	9/8/1994	obsr23453
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Petersham	42.48759	-72.18703	9/18/1995	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Barnstable	Monomoy NWR	41.5913346	-69.9880211	9/25/1993	obsr39970
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island Airport	42.7953692	-70.8355522	9/13/1993	obsr52135
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Barnstable	"Fort Hill, Eastham"	41.818792	-69.9644995	9/15/1992	obsr54366
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	9/12/1993	obsr137539
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Milford	42.1398	-71.51621	9/17/1994	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Barnstable	"Fort Hill, Eastham"	41.818792	-69.9644995	9/17/1992	obsr139783
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Petersham	42.48759	-72.18703	9/16/1995	obsr216617
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Ipswich	42.67929	-70.84119	9/10/1994	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampshire	Northampton	42.32509	-72.64123	12/30/1999	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island Airport	42.7953692	-70.8355522	9/16/1993	obsr639932
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Ipswich	42.67929	-70.84119	9/7/1994	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampshire	Quabbin Reservoir--Winsor Dam/Park HQ	42.2804522	-72.3479962	9/6/1978	obsr7870
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Petersham	42.48759	-72.18703	9/16/1995	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Milford	42.1398	-71.51621	9/18/1994	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampshire	Northampton	42.32509	-72.64123	12/29/1999	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampshire	"East Meadows, Northampton"	42.319653	-72.6090717	9/18/1993	obsr7870
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Barnstable	"Fort Hill, Eastham"	41.818792	-69.9644995	9/16/1995	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampshire	Quabbin Reservoir--Winsor Dam/Park HQ	42.2804522	-72.3479962	9/7/1978	obsr886
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Fitchburg	42.58339	-71.80232	9/5/1994	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Barnstable	"Fort Hill, Eastham"	41.818792	-69.9644995	9/15/1992	obsr137539
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Dukes	Gay Head	41.34371	-70.81477	9/8/1994	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Newburyport	42.8125916	-70.8772964	9/12/1993	obsr39970
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Milford	42.1398	-71.51621	9/17/1994	obsr216617
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	"abandoned factory, Milford"	42.1463434	-71.5156993	9/18/1994	obsr1056978
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island Airport	42.7953692	-70.8355522	9/15/1993	obsr7894
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampden	Longmeadow	42.0501	-72.58283	9/21/2000	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Hampden	Longmeadow	42.0501	-72.58283	9/20/2000	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/7/2001	obsr223754
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/8/2001	obsr131082
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/9/2001	obsr51707
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/8/2001	obsr52135
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR--North Pool Overlook	42.7541657	-70.8027005	9/9/2001	obsr347747
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Petersham	42.48759	-72.18703	5/16/2001	obsr216617
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	9/7/2001	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	9/8/2001	obsr149856
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/9/2001	obsr134697
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	9/10/2001	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Petersham	42.48759	-72.18703	5/17/2001	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Petersham	42.48759	-72.18703	5/16/2001	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/8/2001	obsr752190
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island	42.7896376	-70.8087516	9/8/2001	obsr446734
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR--North Pool Overlook	42.7541657	-70.8027005	9/8/2001	obsr451527
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island	42.7523065	-70.7972717	9/10/2001	obsr38401
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/8/2001	obsr131741
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/8/2001	obsr748082
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/8/2001	obsr54366
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Worcester	Petersham	42.5249336	-72.1674728	5/17/2001	obsr240864
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Barnstable	Race Point	42.0691855	-70.2381706	5/19/2001	obsr339145
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Parker River NWR	42.7639008	-70.8022995	9/9/2001	obsr116821
Northern Wheatear	Oenanthe oenanthe	1	Massachusetts	Essex	Plum Island (please use more refined location)	42.7985496	-70.8090735	9/7/2001	obsr131673
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	South Wellfleet	41.91821	-69.99527	1/31/1995	obsr339145
Mountain Bluebird	Sialia currucoides	2	Massachusetts	Barnstable	Marconi Station Site	41.9140224	-69.9714196	2/14/1995	obsr205067
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Nantucket	70 miles SSE of Nantucket Island	40.8	-69.34	4/28/1980	obsr900220
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Worcester	New Braintree	42.31679	-72.12592	4/13/1997	obsr339145
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Barnstable	Marconi Station Site	41.9140224	-69.9714196	2/22/1995	obsr236938
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	Wellfleet	41.93761	-70.03277	1/28/1995	obsr39970
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	Marconi Station--Headquarters/Visitor's Center	41.9048863	-69.9785522	1/27/1995	obsr159915
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	South Wellfleet	41.91821	-69.99527	3/14/1995	obsr339145
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Barnstable	Marconi Station--Headquarters/Visitor's Center	41.9048863	-69.9785522	2/2/1995	obsr347747
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	South Wellfleet	41.91821	-69.99527	2/28/1995	obsr339145
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	Marconi Station--Headquarters/Visitor's Center	41.9048863	-69.9785522	2/19/1995	obsr747531
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Worcester	Rutland	42.36949	-71.94812	5/29/1994	obsr216617
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	South Wellfleet	41.91821	-69.99527	3/1/1995	obsr339145
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	Marconi Station--Headquarters/Visitor's Center	41.9048863	-69.9785522	1/28/1995	obsr159915
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	South Wellfleet	41.91821	-69.99527	1/27/1995	obsr339145
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Worcester	Rutland	42.36949	-71.94812	5/29/1994	obsr171679
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	South Wellfleet	41.91821	-69.99527	2/1/1995	obsr339145
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Barnstable	Marconi Station Site	41.9140224	-69.9714196	1/27/1995	obsr171679
Mountain Bluebird	Sialia currucoides	3	Massachusetts	Barnstable	Marconi Station--Headquarters/Visitor's Center	41.9048863	-69.9785522	2/4/1995	obsr28446
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Worcester	New Braintree	42.31679	-72.12592	6/13/1997	obsr171679
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Nantucket	70 miles SSE of Nantucket Island	40.8	-69.34	4/28/1980	obsr539737
Mountain Bluebird	Sialia currucoides	1	Massachusetts	Middlesex	Concord Wastewater Treatment Plant	42.4717318	-71.3386059	10/27/2000	obsr171679
