common_name,scientific_name,observation_count,state,county,locality,latitude,longitude,observation_date,observer_id,geom
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr398485,0101000020E61000000585E6DFD38551C054347B455CD64440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/11/2014,obsr326719,0101000020E61000000585E6DFD38551C054347B455CD64440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,RUHU stakeout,41.775644,-70.039883,10/18/2014,obsr208295,0101000020E6100000A62A6D718D8251C058AB764D48E34440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"stakeout Rufous Hummingbird--Eagle Lane, Brewster (2014)",41.7756964,-70.0396657,10/18/2014,obsr108909,0101000020E6100000781101E2898251C0FECF06054AE34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr163389,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr180145,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/4/2014,obsr169565,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,2,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/28/2014,obsr201220,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Gull-billed Tern,Gelochelidon nilotica,1,Massachusetts,Essex,Plum Island - Along the Road,42.7821849,-70.807972,8/30/2014,obsr354100,0101000020E61000005C0531D0B5B351C0677682A21E644540
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,US-MA-Eastham-4776 US-6,41.860147,-69.98521,12/14/2014,obsr132883,0101000020E61000004C6C3EAE0D7F51C05260014C19EE4440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"stakeout Rufous Hummingbird--Eagle Lane, Brewster (2014)",41.7756964,-70.0396657,10/13/2014,obsr339355,0101000020E6100000781101E2898251C0FECF06054AE34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr210324,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/11/2014,obsr344864,0101000020E61000000585E6DFD38551C054347B455CD64440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr289930,0101000020E61000000585E6DFD38551C054347B455CD64440
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,Cape Cod: Eastham: Abandoned Golf Driving Range,41.8607239,-69.984895,12/15/2014,obsr17450,0101000020E61000009CBF0985087F51C05BB164332CEE4440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr259255,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr54366,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr127894,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr193558,0101000020E61000000585E6DFD38551C054347B455CD64440
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,US-MA-Eastham-4790 State Hwy,41.860156,-69.984121,12/14/2014,obsr91061,0101000020E6100000A393A5D6FB7E51C0A6BA809719EE4440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr171796,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,"County Street, Seekonk",41.8120039,-71.2959695,12/12/2014,obsr296640,0101000020E610000043C70E2AF1D251C0BB5C69BEEFE74440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Berkshire,Bartholomew's Cobble (TTOR),42.0575,-73.3508,3/24/2014,obsr172133,0101000020E6100000F5DBD781735652C08FC2F5285C074540
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,Remsen House Woods Hole,41.5277881,-70.6586196,11/25/2014,obsr350267,0101000020E61000004BA0D2D226AA51C0E75B7A8F8EC34440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"stakeout Rufous Hummingbird--Eagle Lane, Brewster (2014)",41.7756964,-70.0396657,10/12/2014,obsr108909,0101000020E6100000781101E2898251C0FECF06054AE34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr193047,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/5/2014,obsr169965,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/17/2014,obsr306695,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr34720,0101000020E61000000585E6DFD38551C054347B455CD64440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Berkshire,Bartholomew's Cobble (TTOR),42.0575,-73.3508,3/24/2014,obsr393336,0101000020E6100000F5DBD781735652C08FC2F5285C074540
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,"Abandoned Driving Range, Eastham",41.860172,-69.984267,12/15/2014,obsr108909,0101000020E61000000DE2033BFE7E51C0AB77B81D1AEE4440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,Almeida's Farm,41.7851571,-71.287896,12/16/2014,obsr289345,0101000020E61000008D2958E36CD251C0715C210780E44440
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,US-MA-Eastham-4776-4798 US-6,41.86043,-69.985533,12/15/2014,obsr323838,0101000020E61000003E0801F9127F51C0A73FFB9122EE4440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"stakeout Rufous Hummingbird--Eagle Lane, Brewster (2014)",41.7756964,-70.0396657,10/11/2014,obsr44478,0101000020E6100000781101E2898251C0FECF06054AE34440
Ruff,Calidris pugnax,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr140376,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,"41.7961x-71.2960 - Dec 11, 2014, 11:55 AM",41.796051,-71.295952,12/11/2014,obsr280538,0101000020E6100000E44BA8E0F0D251C05B79C9FFE4E54440
Ruff,Calidris pugnax,1,Massachusetts,Essex,US-MA-Ipswich-39 Refuge Rd,42.715358,-70.779014,5/20/2014,obsr31638,0101000020E61000001348895DDBB151C04B77D7D9905B4540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr184856,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr230649,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,2,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/4/2014,obsr7894,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Tufted Duck,Aythya fuligula,1,Massachusetts,Barnstable,Salt Pond,41.5453266,-70.6273192,12/23/2014,obsr39559,0101000020E6100000C9096EFF25A851C0C7511443CDC54440
Ruff,Calidris pugnax,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr203131,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,US-MA-Brewster-Rufous Hummingbird Stakeout,41.775373,-70.039975,10/13/2014,obsr210324,0101000020E6100000166A4DF38E8251C0C899266C3FE34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr551758,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/17/2014,obsr91307,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/28/2014,obsr176902,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Ruff,Calidris pugnax,1,Massachusetts,Essex,Joppa Flats Education Center (Mass Audubon),42.7994077,-70.8468658,4/28/2014,obsr176902,0101000020E610000075C69C0C33B651C0D6D5D3FD52664540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/9/2014,obsr39559,0101000020E61000000585E6DFD38551C054347B455CD64440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/11/2014,obsr400623,0101000020E61000000585E6DFD38551C054347B455CD64440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Berkshire,Bartholomew's Cobble (TTOR),42.0575,-73.3508,3/24/2014,obsr504709,0101000020E6100000F5DBD781735652C08FC2F5285C074540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/3/2014,obsr182063,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,"Abandoned Driving Range - Eastham, MA",41.8601835,-69.984718,12/15/2014,obsr44478,0101000020E61000001572A59E057F51C08787307E1AEE4440
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,US-MA-Eastham-4776 US-6,41.860147,-69.98521,12/14/2014,obsr54366,0101000020E61000004C6C3EAE0D7F51C05260014C19EE4440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,Remsen House Woods Hole,41.5277881,-70.6586196,12/21/2014,obsr350267,0101000020E61000004BA0D2D226AA51C0E75B7A8F8EC34440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,RUHU stakeout,41.775644,-70.039883,10/18/2014,obsr344864,0101000020E6100000A62A6D718D8251C058AB764D48E34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr416953,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
Painted Bunting,Passerina ciris,1,Massachusetts,Dukes,"41.3728x-70.4848 - May 14, 2014, 6:29 PM",41.372786,-70.484767,5/14/2014,obsr30647,0101000020E610000086CB2A6C069F51C00D349F73B7AF4440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"stakeout Rufous Hummingbird--Eagle Lane, Brewster (2014)",41.7756964,-70.0396657,12/14/2014,obsr17450,0101000020E6100000781101E2898251C0FECF06054AE34440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,"Barney Ave, rehoboth, MA",41.782641,-71.2865067,12/16/2014,obsr325709,0101000020E61000006FA5322056D251C01EC18D942DE44440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr201220,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr165278,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
Ruff,Calidris pugnax,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr132883,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Ruff,Calidris pugnax,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr132883,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Berkshire,"42.0700x-73.3304 - Mar 31, 2014, 6:21 PM",42.070013,-73.330435,3/31/2014,obsr172133,0101000020E61000000A9DD7D8255552C0BEA59C2FF6084540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr415252,0101000020E61000000585E6DFD38551C054347B455CD64440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr279923,0101000020E61000000585E6DFD38551C054347B455CD64440
Swallow-tailed Kite,Elanoides forficatus,1,Massachusetts,Barnstable,"Rt. 6A, Orleans",41.7757284,-70.007565,3/12/2014,obsr171679,0101000020E610000008E6E8F17B8051C0094A76114BE34440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,US-MA-Brewster-Rufous Hummingbird Stakeout,41.775373,-70.039975,10/13/2014,obsr87895,0101000020E6100000166A4DF38E8251C0C899266C3FE34440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,"Harwich Community Gardens, Harwich",41.6747069,-70.0913143,11/10/2014,obsr55625,0101000020E61000000E0AEF17D88551C059F1B2CB5CD64440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,US-MA-Ipswich-62-76 Argilla Rd,42.668284,-70.816539,5/2/2014,obsr41657,0101000020E6100000263ACB2C42B451C0543882548A554540
Mississippi Kite,Ictinia mississippiensis,1,Massachusetts,Middlesex,Middlesex School,42.497374,-71.3669622,6/10/2014,obsr103267,0101000020E610000091F7054F7CD751C0BBF083F3A93F4540
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,US-MA-Eastham-4790 State Hwy,41.860156,-69.984121,12/14/2014,obsr192631,0101000020E6100000A393A5D6FB7E51C0A6BA809719EE4440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr182192,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/4/2014,obsr317316,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/28/2014,obsr272549,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,US-MA-Ipswich-106 Argilla Rd,42.667042,-70.81349,5/2/2014,obsr178144,0101000020E6100000E0675C3810B451C07B87DBA161554540
Ruff,Calidris pugnax,1,Massachusetts,Essex,Joppa Flats Education Center (Mass Audubon),42.7994077,-70.8468658,4/28/2014,obsr52356,0101000020E610000075C69C0C33B651C0D6D5D3FD52664540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/3/2014,obsr293820,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Ruff,Calidris pugnax,1,Massachusetts,Essex,Joppa Flats Education Center (Mass Audubon),42.7994077,-70.8468658,4/28/2014,obsr272549,0101000020E610000075C69C0C33B651C0D6D5D3FD52664540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/9/2014,obsr169485,0101000020E61000000585E6DFD38551C054347B455CD64440
Ruff,Calidris pugnax,1,Massachusetts,Essex,Parker River NWR--Cross Farm Hill,42.7169991,-70.7805023,5/20/2014,obsr276568,0101000020E6100000FA3CEBBFF3B151C077E162A0C65B4540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr519284,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/3/2014,obsr131741,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/5/2014,obsr193558,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Ruff,Calidris pugnax,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr54366,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Ruff,Calidris pugnax,1,Massachusetts,Essex,Joppa Flats Education Center (Mass Audubon),42.7994077,-70.8468658,4/28/2014,obsr169965,0101000020E610000075C69C0C33B651C0D6D5D3FD52664540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr126023,0101000020E61000000585E6DFD38551C054347B455CD64440
Gull-billed Tern,Gelochelidon nilotica,1,Massachusetts,Barnstable,"North Beach, Chatham",41.687784,-69.9314117,8/14/2014,obsr323838,0101000020E610000027A7D13F9C7B51C0255B5D4E09D84440
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Barnstable,US-MA-Eastham-4776-4798 US-6,41.86043,-69.985533,12/15/2014,obsr287725,0101000020E61000003E0801F9127F51C0A73FFB9122EE4440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,RUHU stakeout,41.775644,-70.039883,10/13/2014,obsr344864,0101000020E6100000A62A6D718D8251C058AB764D48E34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr132343,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
Yellow Rail,Coturnicops noveboracensis,1,Massachusetts,Nantucket,Nantucket--undisclosed,41.321229,-70.004812,12/28/2014,obsr54366,0101000020E610000037A8FDD64E8051C06EC328081EA94440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/11/2014,obsr137539,0101000020E61000000585E6DFD38551C054347B455CD64440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr168091,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,2,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/28/2014,obsr18326,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/9/2014,obsr44478,0101000020E61000000585E6DFD38551C054347B455CD64440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,US-MA-Rehoboth-185 Mason St,41.776188,-71.275397,12/17/2014,obsr179552,0101000020E6100000A81ABD1AA0D151C019C6DD205AE34440
Tufted Duck,Aythya fuligula,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,12/29/2014,obsr137539,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Ruff,Calidris pugnax,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr203131,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Tufted Duck,Aythya fuligula,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr54366,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr44478,0101000020E61000000585E6DFD38551C054347B455CD64440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/8/2014,obsr337677,0101000020E61000000585E6DFD38551C054347B455CD64440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"2014 Rufous Hummingbird Stakeout - 37 Eagle Wing Lane, Brewster",41.7756594,-70.0399554,10/12/2014,obsr323115,0101000020E61000001C1318A18E8251C0E1EAA5CE48E34440
Gull-billed Tern,Gelochelidon nilotica,1,Massachusetts,Barnstable,"North Beach, Chatham",41.687784,-69.9314117,8/14/2014,obsr287725,0101000020E610000027A7D13F9C7B51C0255B5D4E09D84440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr319662,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/5/2014,obsr511580,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/27/2014,obsr326286,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Ruff,Calidris pugnax,1,Massachusetts,Nantucket,"North Head Long Pond, Nantucket, MA",41.2866912,-70.170064,4/12/2014,obsr54366,0101000020E6100000868E1D54E28A51C08706184CB2A44440
Mew Gull,Larus canus,1,Massachusetts,Nantucket,Low Beach,41.2489671,-69.9714088,12/28/2014,obsr54366,0101000020E6100000FCC2D08F2B7E51C0D6236827DE9F4440
Ruff,Calidris pugnax,1,Massachusetts,Essex,Newburyport and vicinity.,42.811429,-70.8744636,4/29/2014,obsr337922,0101000020E6100000B7E22C36F7B751C05303CDE7DC674540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr136152,0101000020E61000000585E6DFD38551C054347B455CD64440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,US-MA-Seekonk-985 County St,41.811788,-71.295627,12/12/2014,obsr40647,0101000020E61000002234828DEBD251C083A44FABE8E74440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/10/2014,obsr176902,0101000020E61000000585E6DFD38551C054347B455CD64440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,East Orleans,41.791571,-69.966611,11/6/2014,obsr132883,0101000020E61000000C3D62F4DC7D51C023BBD23252E54440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/2/2014,obsr487706,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
South Polar Skua,Stercorarius maccormicki,2,Massachusetts,Nantucket,Hydrographer Canyon,40.0039499,-68.9996338,6/29/2014,obsr140376,0101000020E61000007ABE0B00FA3F51C047A9296E81004440
Tufted Duck,Aythya fuligula,1,Massachusetts,Nantucket,Linda Loring Nature Center,41.292364,-70.170262,12/28/2014,obsr216398,0101000020E610000019709692E58A51C08D43FD2E6CA54440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/9/2014,obsr171282,0101000020E61000000585E6DFD38551C054347B455CD64440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,Harwich Community Gardens,41.6746909,-70.0910568,11/9/2014,obsr140275,0101000020E61000000585E6DFD38551C054347B455CD64440
Tundra Swan,Cygnus columbianus,1,Massachusetts,Bristol,County St. Seekonk,41.8143412,-71.3052177,12/12/2014,obsr621446,0101000020E610000043EAD1AF88D351C088E41A553CE84440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"stakeout Rufous Hummingbird--Eagle Lane, Brewster (2014)",41.7756964,-70.0396657,10/13/2014,obsr126092,0101000020E6100000781101E2898251C0FECF06054AE34440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr131797,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr741153,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr132883,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,4/28/2014,obsr325709,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
South Polar Skua,Stercorarius maccormicki,1,Massachusetts,Nantucket,BBC Pelagic 24 Aug 2014--leg 14,40.886593,-69.467776,8/24/2014,obsr96561,0101000020E6100000A376BF0AF05D51C067EE21E17B714440
White-faced Ibis,Plegadis chihi,1,Massachusetts,Essex,Hamlin Reservation,42.6701936,-70.8094597,5/4/2014,obsr28446,0101000020E610000085BB0E30CEB351C087FE64E7C8554540
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,Remsen House Woods Hole,41.5277881,-70.6586196,11/26/2014,obsr350267,0101000020E61000004BA0D2D226AA51C0E75B7A8F8EC34440
Tufted Duck,Aythya fuligula,1,Massachusetts,Barnstable,"Salt Pond, Falmouth",41.5409851,-70.6278839,12/13/2014,obsr140806,0101000020E6100000D60BF43F2FA851C0C80FF0FF3EC54440
Tufted Duck,Aythya fuligula,1,Massachusetts,Barnstable,"Falmouth, Siders, Salt Ponds, Surf Avenue",41.5433406,-70.6268549,12/13/2014,obsr3620,0101000020E610000097B503641EA851C065CB4D2F8CC54440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"stakeout Rufous Hummingbird--Eagle Lane, Brewster (2014)",41.7756964,-70.0396657,10/12/2014,obsr159915,0101000020E6100000781101E2898251C0FECF06054AE34440
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,Eagle Wing Lane,41.7754564,-70.040009,10/11/2014,obsr39559,0101000020E6100000ECA2E8818F8251C0A9BCC22742E34440
