common_name,scientific_name,observation_count,state,county,locality,latitude,longitude,observation_date,observer_id,geom
Tundra Swan,Cygnus columbianus,1,Massachusetts,Plymouth,West Bridgewater,42.018,-71.008,4/22/2001,obsr436977,0101000020E61000008D976E1283C051C0FCA9F1D24D024540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,"Otis St., Malden",42.4353193,-71.0560191,3/11/2001,obsr96430,0101000020E6100000E39C22D195C351C0A868F68AB8374540
Northern Wheatear,Oenanthe oenanthe,1,Massachusetts,Essex,Plum Island,42.7523065,-70.7972717,9/10/2001,obsr38401,0101000020E6100000AF61E17F06B351C0BC0853944B604540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,Malden --24 Otis St.,42.4352767,-71.0562668,3/11/2001,obsr131741,0101000020E6100000707610E099C351C0FC9A9B25B7374540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,Malden,42.4251,-71.0662,3/10/2001,obsr39970,0101000020E6100000B1BFEC9E3CC451C0CAC342AD69364540
Tufted Duck,Aythya fuligula,1,Massachusetts,Worcester,Clinton,42.41679,-71.68281,4/10/2001,obsr339145,0101000020E61000006FD8B628B3EB51C061A6ED5F59354540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,Otis Street,42.4353548,-71.0558903,3/20/2001,obsr33933,0101000020E610000079AAE8B493C351C00C14C2B4B9374540
Varied Thrush,Ixoreus naevius,1,Massachusetts,Hampshire,Worthington,42.394836,-72.9374279,3/10/2001,obsr339145,0101000020E6100000E93697D1FE3B52C048A46DFC89324540
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Hampden,Mt. Tom State Reservation,42.2613033,-72.6391983,9/17/2001,obsr339145,0101000020E61000002A8AFC9FE82852C01FEBF36272214540
Northern Wheatear,Oenanthe oenanthe,1,Massachusetts,Worcester,Petersham,42.5249336,-72.1674728,5/17/2001,obsr240864,0101000020E61000000DBED5DFB70A52C02849320631434540
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Berkshire,Windsor,42.51178,-73.05784,10/30/2001,obsr339145,0101000020E6100000A4198BA6B34352C09A5FCD0182414540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,Malden,42.4251,-71.0662,3/7/2001,obsr339145,0101000020E6100000B1BFEC9E3CC451C0CAC342AD69364540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,Malden,42.4251,-71.0662,3/10/2001,obsr292223,0101000020E6100000B1BFEC9E3CC451C0CAC342AD69364540
Tufted Duck,Aythya fuligula,1,Massachusetts,Worcester,"West Washaucum Lake, Sterling",42.4131282,-71.7636395,10/7/2001,obsr130978,0101000020E6100000C39B3578DFF051C016078662E1344540
Boreal Chickadee,Poecile hudsonicus,2,Massachusetts,Berkshire,Windsor,42.51178,-73.05784,10/21/2001,obsr339145,0101000020E6100000A4198BA6B34352C09A5FCD0182414540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,"Malden, MA",42.4271312,-71.0607719,3/13/2001,obsr91307,0101000020E610000003C1D2AFE3C351C0F58C333CAC364540
Painted Bunting,Passerina ciris,1,Massachusetts,Middlesex,Lexington,42.4473,-71.2245,3/28/2002,obsr339145,0101000020E6100000EE7C3F355ECE51C01AC05B2041394540
