common_name,scientific_name,observation_count,state,county,locality,latitude,longitude,observation_date,observer_id,geom
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Bridgewater State Farm,41.9526126,-70.9480763,12/12/2012,obsr204697,0101000020E610000036A73748ADBC51C0F760AD35EFF94440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Summer st.,41.9580343,-70.9490113,11/29/2012,obsr508253,0101000020E61000003442E499BCBC51C01F7931DEA0FA4440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,US-MA-Bridgewater-1301-1581 Summer St,41.956125,-70.947507,11/28/2012,obsr197741,0101000020E6100000CA6E66F4A3BC51C0AAF1D24D62FA4440
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Essex,Private Residence (Ipswich),42.6651187,-70.8394838,1/28/2012,obsr297538,0101000020E610000065A1421ABAB551C0A13A0C9C22554540
Painted Bunting,Passerina ciris,1,Massachusetts,Suffolk,BHI--Thompson Island (Restricted Access),42.3154643,-71.0101748,12/16/2012,obsr168091,0101000020E6100000934F34B4A6C051C01CC7592261284540
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Cumberland Farms,41.945,-70.879,11/11/2012,obsr238520,0101000020E6100000C74B378941B851C0295C8FC2F5F84440
Brown Pelican,Pelecanus occidentalis,1,Massachusetts,Suffolk,Black Falcon Cruise Terminal area,42.3457909,-71.0163597,6/12/2012,obsr325559,0101000020E61000003B1E8E090CC151C090604FE0422C4540
Say's Phoebe,Sayornis saya,1,Massachusetts,Essex,Parker River NWR,42.7639008,-70.8022995,10/5/2012,obsr178144,0101000020E6100000388600E058B351C0B2B15C80C7614540
Curlew Sandpiper,Calidris ferruginea,1,Massachusetts,Barnstable,"Monomoy NWR--South Beach, Chatham",41.6298145,-69.9609375,9/2/2012,obsr251972,0101000020E610000000000000807D51C0F705F4C29DD04440
Say's Phoebe,Sayornis saya,1,Massachusetts,Essex,Parker River NWR,42.7639008,-70.8022995,10/5/2012,obsr426476,0101000020E6100000388600E058B351C0B2B15C80C7614540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,NWR - Great Meadows Concord,42.476276,-71.327756,8/11/2012,obsr104070,0101000020E610000056444DF4F9D451C052EFA99CF63C4540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"Shore Rd., Eastham",41.8089699,-69.97108,1/2/2012,obsr276568,0101000020E61000002E73BA2C267E51C065F95F538CE74440
Tufted Duck,Aythya fuligula,1,Massachusetts,Bristol,Lake Hiawatha,41.9667118,-71.3239068,2/17/2012,obsr235598,0101000020E6100000EE3C96E3BAD451C022D45636BDFB4440
American White Pelican,Pelecanus erythrorhynchos,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,11/10/2012,obsr17450,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Essex,Jim Berry's house,42.6652033,-70.8390819,2/20/2012,obsr127404,0101000020E610000098CA9184B3B551C07C58B96125554540
Northern Lapwing,Vanellus vanellus,2,Massachusetts,Nantucket,Horse Farm Lookout at Hummock Pond,41.2602592,-70.1450229,12/2/2012,obsr203131,0101000020E6100000F32A210E488951C0D73D682C50A14440
Purple Gallinule,Porphyrio martinica,1,Massachusetts,Norfolk,Stony Brook Pond,42.1060479,-71.3215689,10/11/2012,obsr40647,0101000020E6100000493AB99594D451C09D2743FA920D4540
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Essex,Berry Residence,42.6648246,-70.8396291,1/7/2012,obsr137539,0101000020E61000004651B17BBCB551C0C449F5F818554540
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,"Summer Street Ag Fields, Bridgewater, MA",41.9581027,-70.9485416,11/30/2012,obsr108909,0101000020E610000050B9D3E7B4BC51C0CA5AF91BA3FA4440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"stakeout Painted Bunting, Eastham (2011-2012)",41.8091084,-69.9711648,1/14/2012,obsr91307,0101000020E6100000B0C16790277E51C09E7532DD90E74440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,"Summer St, Bridgewater, MA",41.9566102,-70.9487323,11/24/2012,obsr148776,0101000020E61000002B4AAE07B8BC51C09002FA3372FA4440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Norfolk,Squantum--Squaw Rock Park,42.3037217,-71.0116768,11/5/2012,obsr91307,0101000020E6100000CE870C50BFC051C0F24A485AE0264540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/10/2012,obsr199703,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Tufted Duck,Aythya fuligula,1,Massachusetts,Bristol,Manchester Pond Reservoir,41.9461929,-71.3158393,1/11/2012,obsr806816,0101000020E6100000A8120AB636D451C08C9A54D91CF94440
American White Pelican,Pelecanus erythrorhynchos,1,Massachusetts,Barnstable,"Fort Hill, Eastham",41.818792,-69.9644995,11/23/2012,obsr137539,0101000020E610000089601C5CBA7D51C0FC1C1F2DCEE84440
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/1/2012,obsr204155,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,7/29/2012,obsr215634,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/6/2012,obsr28538,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,7/3/2012,obsr182063,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/20/2012,obsr28538,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Townsend's Warbler,Setophaga townsendi,1,Massachusetts,Essex,Ipswich - 142 County Rd.,42.6648106,-70.8393132,1/10/2012,obsr86405,0101000020E61000007946B64EB7B551C05F84848318554540
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Barnstable,"Thorne Road - Eastham, MA",41.849278,-69.9674948,11/16/2012,obsr44478,0101000020E610000034434F6FEB7D51C02C9B3924B5EC4440
Loggerhead Shrike,Lanius ludovicianus,1,Massachusetts,Barnstable,"Morris Island Causeway, Chatham",41.662589,-69.9598002,9/6/2012,obsr44478,0101000020E61000006F6CD15D6D7D51C03CD862B7CFD44440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,corn field,41.9684332,-70.9551916,12/5/2012,obsr46720,0101000020E61000007EDAF2DB21BD51C0292E7D9EF5FB4440
Barnacle Goose,Branta leucopsis,1,Massachusetts,Essex,Artichoke Reservoir,42.8029894,-70.9312963,1/1/2012,obsr306695,0101000020E6100000B1D8CB5B9ABB51C070044E5BC8664540
Northern Wheatear,Oenanthe oenanthe,1,Massachusetts,Essex,Phillips Academy Fields,42.6418623,-71.1273515,9/11/2012,obsr171679,0101000020E61000002EE6E78626C851C08684398B28524540
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Bridgewater State Farm,41.9526126,-70.9480763,11/25/2012,obsr150042,0101000020E610000036A73748ADBC51C0F760AD35EFF94440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Bridgewater State Farm,41.9526126,-70.9480763,12/1/2012,obsr211392,0101000020E610000036A73748ADBC51C0F760AD35EFF94440
Curlew Sandpiper,Calidris ferruginea,1,Massachusetts,Barnstable,Tern Island Sanctuary,41.69068,-69.947269,8/27/2012,obsr132883,0101000020E6100000F0E0270EA07C51C02A00C63368D84440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Bridgewater State Farm,41.9526126,-70.9480763,12/1/2012,obsr3620,0101000020E610000036A73748ADBC51C0F760AD35EFF94440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Bridgewater State Farm,41.9526126,-70.9480763,12/6/2012,obsr205868,0101000020E610000036A73748ADBC51C0F760AD35EFF94440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Bridgewater State Farm,41.9526126,-70.9480763,12/2/2012,obsr30058,0101000020E610000036A73748ADBC51C0F760AD35EFF94440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Bridgewater State Farm,41.9526126,-70.9480763,12/22/2012,obsr50118,0101000020E610000036A73748ADBC51C0F760AD35EFF94440
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Summer st.,41.9580343,-70.9490113,11/29/2012,obsr313495,0101000020E61000003442E499BCBC51C01F7931DEA0FA4440
Wilson's Plover,Charadrius wilsonia,1,Massachusetts,Dukes,Squibnocket Beach,41.3182003,-70.7650477,5/18/2012,obsr171679,0101000020E610000052D8A08AF6B051C0E80995C9BAA84440
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR,42.3517864,-71.3696953,7/15/2012,obsr514983,0101000020E610000009BF7916A9D751C0BB963556072D4540
Curlew Sandpiper,Calidris ferruginea,1,Massachusetts,Barnstable,Cowyard Lane,41.6957955,-69.9512064,9/2/2012,obsr176548,0101000020E6100000BDEFCE90E07C51C01C9AB2D30FD94440
Bridled Tern,Onychoprion anaethetus,1,Massachusetts,Nantucket,BBC Pelagic--25 Aug 2012-22,40.151599,-68.379176,8/25/2012,obsr109866,0101000020E610000066DB696B441851C09B8D959867134440
Bridled Tern,Onychoprion anaethetus,1,Massachusetts,Nantucket,BBC Pelagic--25 Aug 2012-22,40.151599,-68.379176,8/25/2012,obsr109866,0101000020E610000066DB696B441851C09B8D959867134440
Purple Gallinule,Porphyrio martinica,1,Massachusetts,Norfolk,Stony Brook Pond,42.1060479,-71.3215689,10/11/2012,obsr133267,0101000020E6100000493AB99594D451C09D2743FA920D4540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"stakeout Painted Bunting, Eastham (2011-2012)",41.8091084,-69.9711648,1/2/2012,obsr44478,0101000020E6100000B0C16790277E51C09E7532DD90E74440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,Shore Rd Residence,41.8091659,-69.9714107,2/19/2012,obsr181250,0101000020E610000002DFC8972B7E51C0EBC48ABF92E74440
Say's Phoebe,Sayornis saya,1,Massachusetts,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,10/5/2012,obsr169965,0101000020E6100000DBA337DCC7B351C0F01D90DF36664540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,shore road,41.8093389,-69.971809,2/9/2012,obsr806816,0101000020E6100000573D601E327E51C0B870C56A98E74440
American White Pelican,Pelecanus erythrorhynchos,1,Massachusetts,Barnstable,"Fort Hill, Eastham",41.818792,-69.9644995,11/20/2012,obsr163646,0101000020E610000089601C5CBA7D51C0FC1C1F2DCEE84440
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/14/2012,obsr305560,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,7/29/2012,obsr28286,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,7/29/2012,obsr289936,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/1/2012,obsr223754,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/1/2012,obsr334177,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,7/31/2012,obsr6439,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/1/2012,obsr4562,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Massachusetts,Middlesex,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,8/8/2012,obsr314978,0101000020E6100000777066AA16D551C0FA3EC16AD13C4540
Northern Lapwing,Vanellus vanellus,1,Massachusetts,Plymouth,Summer St. Lapwing Spot,41.9561883,-70.9474591,12/10/2012,obsr60921,0101000020E61000000C337E2BA3BC51C0AFA8D26064FA4440
