common_name,scientific_name,observation_count,state,county,locality,latitude,longitude,observation_date,observer_id,geom
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,12/2/2017,obsr411700,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Western Tanager,Piranga ludoviciana,1,Massachusetts,Essex,"Haverhill, MA - Private Residence",42.7740211,-71.0427604,12/18/2017,obsr130978,0101000020E610000017E41D96BCC251C0FC74971F13634540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,"Springfield Water Works Pond, Granville Road, Westfield",42.1172617,-72.8296781,11/3/2017,obsr243504,0101000020E6100000466D2C72193552C064496F6E020F4540
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Massachusetts,Barnstable,Old North Cemetery - Truro,42.024196,-70.073687,10/22/2017,obsr193558,0101000020E6100000FCC8AD49B78451C0D658C2DA18034540
Brown Pelican,Pelecanus occidentalis,1,Massachusetts,Essex,"Joe Beach, Nahant",42.4196734,-70.9123836,11/7/2017,obsr133132,0101000020E610000008DA2E7E64BA51C02500A4DBB7354540
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Berkshire,US-MA-Peru-18 Bonny Ln - 42.4391x-73.0155,42.439055,-73.015487,1/9/2017,obsr245667,0101000020E6100000D7A02FBDFD4052C0991249F432384540
Tufted Duck,Aythya fuligula,1,Massachusetts,Plymouth,Assawompsett Ponds complex (please use more refined location),41.8176265,-70.9079238,11/18/2017,obsr757557,0101000020E6100000A5106D6C1BBA51C0E6EB32FCA7E84440
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,US-MA-Ipswich-120 Essex Rd - 42.6555x-70.8136,42.655527,-70.813576,1/22/2017,obsr806239,0101000020E6100000DF3312A111B451C08F52094FE8534540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,US-MA-Ipswich-120 Essex Rd - 42.6555x-70.8136,42.655527,-70.813576,1/22/2017,obsr806239,0101000020E6100000DF3312A111B451C08F52094FE8534540
Tufted Duck,Aythya fuligula,1,Massachusetts,Plymouth,Assawompsett Ponds complex (please use more refined location),41.8176265,-70.9079238,11/18/2017,obsr352663,0101000020E6100000A5106D6C1BBA51C0E6EB32FCA7E84440
Townsend's Solitaire,Myadestes townsendi,1,Massachusetts,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,11/20/2017,obsr516200,0101000020E6100000B315EA9F16BF51C06FD16E9978C34440
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,"1388 Granville Rd, Westfield US-MA (42.1179,-72.8279)",42.117886,-72.827931,11/12/2017,obsr146373,0101000020E61000000E164ED2FC3452C0005471E3160F4540
Townsend's Solitaire,Myadestes townsendi,1,Massachusetts,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,11/12/2017,obsr621446,0101000020E6100000B315EA9F16BF51C06FD16E9978C34440
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Westfield River,42.1352001,-72.7895945,12/3/2017,obsr616339,0101000020E61000007FA65EB7883252C03DF5A33C4E114540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,Wenham Lake,42.5849387,-70.8885956,2/4/2017,obsr131741,0101000020E6100000A65714C0DEB851C017557545DF4A4540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,Wenham Lake,42.5849387,-70.8885956,2/4/2017,obsr131741,0101000020E6100000A65714C0DEB851C017557545DF4A4540
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Berkshire,US-MA-Peru-18 Bonny Ln - 42.4391x-73.0155,42.439087,-73.015466,1/16/2017,obsr263464,0101000020E6100000CC0C1B65FD4052C0A48CB80034384540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"229 Brick Hill Rd,Orleans",41.8016148,-69.9616885,2/7/2017,obsr337677,0101000020E61000001D1CEC4D8C7D51C0ABFE52509BE64440
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/17/2017,obsr295774,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/17/2017,obsr295774,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/22/2017,obsr193047,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/22/2017,obsr193047,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,US-MA-Orleans-225 Brick Hill Rd - 41.8011x-69.9611,41.801123,-69.961054,2/8/2017,obsr132883,0101000020E610000029ECA2E8817D51C06589CE328BE64440
Tufted Duck,Aythya fuligula,1,Massachusetts,Worcester,US-Massachusetts-Princeton-19 Redemption Rock Trail North - 42.479x-71.845,42.4786505,-71.8454422,5/14/2017,obsr301774,0101000020E610000021EA99B91BF651C066DB696B443D4540
Tufted Duck,Aythya fuligula,1,Massachusetts,Barnstable,US-MA-Bourne-4 Sandy Pond Rd - 41.7864x-70.5640,41.786379,-70.564011,3/31/2017,obsr38456,0101000020E610000064E597C118A451C06EA12B11A8E44440
Bell's Vireo,Vireo bellii,1,Massachusetts,Bristol,Sconticut Neck--Shipyard Farm (FLPT),41.5968912,-70.8554327,12/3/2017,obsr302209,0101000020E6100000749BCB68BFB651C096A24BEE66CC4440
Bell's Vireo,Vireo bellii,1,Massachusetts,Bristol,Sconticut Neck--Shipyard Farm (FLPT),41.5968912,-70.8554327,12/13/2017,obsr17927,0101000020E6100000749BCB68BFB651C096A24BEE66CC4440
Bell's Vireo,Vireo bellii,1,Massachusetts,Bristol,Sconticut Neck--Shipyard Farm (FLPT),41.5968912,-70.8554327,12/10/2017,obsr213579,0101000020E6100000749BCB68BFB651C096A24BEE66CC4440
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,Lakeside Cemetery,42.5112335,-71.0806686,11/24/2017,obsr134697,0101000020E61000001AB4A1AC29C551C0508F6D1970414540
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Plymouth,stakeout Rufous Hummingbird--Hingham (Nov 2017),42.1745363,-70.8847734,11/26/2017,obsr224862,0101000020E6100000BA579C20A0B851C0803B9A3457164540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,"1515 Granville Rd, Westfield US-MA (42.1167,-72.8298)",42.116704,-72.82982,11/13/2017,obsr523613,0101000020E6100000456458C51B3552C0FCA71B28F00E4540
Rufous Hummingbird,Selasphorus rufus,1,Massachusetts,Plymouth,stakeout Rufous Hummingbird--Hingham (Nov 2017),42.1745363,-70.8847734,11/30/2017,obsr91307,0101000020E6100000BA579C20A0B851C0803B9A3457164540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Essex,"North Shore Community Gardens, Middleton",42.589057,-70.987281,10/28/2017,obsr345067,0101000020E610000094BDA59C2FBF51C06C3D4338664B4540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"stakeout Painted Bunting--229 Brick Hill Road, Orleans (2017)",41.8013291,-69.9610358,2/18/2017,obsr131741,0101000020E610000041D24C9C817D51C0A3EAB2F391E64440
Say's Phoebe,Sayornis saya,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/31/2017,obsr44478,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Tufted Duck,Aythya fuligula,1,Massachusetts,Nantucket,Horse Farm Lookout at Hummock Pond,41.2602592,-70.1450229,1/2/2017,obsr137539,0101000020E6100000F32A210E488951C0D73D682C50A14440
White Ibis,Eudocimus albus,2,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,7/29/2017,obsr55625,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Say's Phoebe,Sayornis saya,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/31/2017,obsr132883,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,"stakeout Painted Bunting--229 Brick Hill Road, Orleans (2017)",41.8013291,-69.9610358,2/5/2017,obsr427563,0101000020E610000041D24C9C817D51C0A3EAB2F391E64440
White Ibis,Eudocimus albus,2,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/5/2017,obsr44478,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
South Polar Skua,Stercorarius maccormicki,3,Massachusetts,Barnstable,Race Point,42.0691855,-70.2381706,9/22/2017,obsr232190,0101000020E61000009977E62F3E8F51C0C0ED0912DB084540
Franklin's Gull,Leucophaeus pipixcan,1,Massachusetts,Barnstable,Race Point,42.0691855,-70.2381706,6/4/2017,obsr55625,0101000020E61000009977E62F3E8F51C0C0ED0912DB084540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Middlesex,Drumlin Farm Wildlife Sanctuary (Mass Audubon),42.40239,-71.3294,11/26/2017,obsr753016,0101000020E61000005BD3BCE314D551C0641EF98381334540
Brown Pelican,Pelecanus occidentalis,1,Massachusetts,Essex,"Annisquam, MA",42.6560971,-70.6706928,5/6/2017,obsr331876,0101000020E6100000696A7EA1ECAA51C00EC061FDFA534540
South Polar Skua,Stercorarius maccormicki,3,Massachusetts,Barnstable,Race Point,42.0691855,-70.2381706,9/23/2017,obsr110716,0101000020E61000009977E62F3E8F51C0C0ED0912DB084540
Painted Bunting,Passerina ciris,1,Massachusetts,Nantucket,215 Madaket Rd,41.2793545,-70.1809216,5/12/2017,obsr203131,0101000020E6100000F6C83038948B51C0C6BE64E3C1A34440
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,Lake Quannapowitt,42.5156385,-71.0798264,11/23/2017,obsr444764,0101000020E6100000E05630E01BC551C07D073F7100424540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Westfield - Southwest,42.1174187,-72.8321457,11/25/2017,obsr3620,0101000020E610000073C009E0413552C02C387293070F4540
Tufted Duck,Aythya fuligula,1,Massachusetts,Bristol,Rivers End Park,41.6803273,-70.9179175,1/1/2017,obsr816846,0101000020E610000045BB0A29BFBA51C0BA0908F714D74440
White Ibis,Eudocimus albus,2,Massachusetts,Barnstable,"Wellfleet Harbor, Wellfleet US-MA (41.8900,-69.9958)",41.889981,-69.995777,8/2/2017,obsr806816,0101000020E6100000FA4674CFBA7F51C0DB87BCE5EAF14440
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Westfield - Southwest,42.1174187,-72.8321457,10/27/2017,obsr3620,0101000020E610000073C009E0413552C02C387293070F4540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Hampden,"Granville Road, Westfield (Spgfld Water Filtration Plant pond)",42.1175862,-72.8284121,11/2/2017,obsr238520,0101000020E610000015472FB4043552C0FFBA89100D0F4540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Hampden,"Granville Road, Westfield (Spgfld Water Filtration Plant pond)",42.1175862,-72.8284121,11/2/2017,obsr238520,0101000020E610000015472FB4043552C0FFBA89100D0F4540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,"1400â€“1426 Granville Rd, Westfield US-MA (42.1163,-72.8296)",42.116306,-72.829626,11/12/2017,obsr197741,0101000020E6100000537AA697183552C00F2A711DE30E4540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,11/24/2017,obsr320776,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,12/3/2017,obsr296640,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,11/21/2017,obsr660813,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,12/3/2017,obsr293820,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,12/3/2017,obsr283884,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Mew Gull,Larus canus,1,Massachusetts,Essex,"King's Beach, Lynn/Swampscott",42.4667154,-70.9221983,2/26/2017,obsr320776,0101000020E610000051BB044C05BB51C010C58954BD3B4540
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Berkshire,US-MA-Peru-17 Bonny Ln - 42.4382x-73.0158,42.438229,-73.015806,1/8/2017,obsr311303,0101000020E610000028452BF7024152C053944BE317384540
American White Pelican,Pelecanus erythrorhynchos,1,Massachusetts,Plymouth,Musquashicut Pond,42.2310609,-70.7609753,8/25/2017,obsr335533,0101000020E610000015A4BED1B3B051C032715067931D4540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Barnstable,"High Head, Pilgrim Heights",42.0563031,-70.1161194,12/3/2017,obsr131673,0101000020E6100000985B10806E8751C0EB94A2F034074540
Townsend's Solitaire,Myadestes townsendi,1,Massachusetts,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,11/14/2017,obsr280538,0101000020E6100000B315EA9F16BF51C06FD16E9978C34440
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Filter Bed Pond/1400 Granville Rd/Westfield,42.1171199,-72.8287527,11/8/2017,obsr446722,0101000020E610000030BEC3480A3552C0FB1AEEC8FD0E4540
Tufted Duck,Aythya fuligula,1,Massachusetts,Worcester,Keyes Brook,42.4780477,-71.8437409,5/14/2017,obsr442012,0101000020E61000000CF3D4D9FFF551C0C9B6C2AA303D4540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/15/2017,obsr28446,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/15/2017,obsr28446,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/16/2017,obsr531374,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/16/2017,obsr531374,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Berkshire,Bonny Lane,42.4379085,-73.0158824,1/4/2017,obsr628064,0101000020E61000003F259D37044152C0F911BF620D384540
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Worcester,Bolton Flats WMA--Bolton,42.4640087,-71.6400582,10/22/2017,obsr661020,0101000020E61000005822ABB6F6E851C09DC717A3643B4540
LeConte's Sparrow,Ammospiza leconteii,1,Massachusetts,Worcester,Bolton Flats WMA--Bolton,42.4640087,-71.6400582,10/22/2017,obsr661020,0101000020E61000005822ABB6F6E851C09DC717A3643B4540
Bell's Vireo,Vireo bellii,1,Massachusetts,Bristol,Sconticut Neck--Shipyard Farm (FLPT),41.5968912,-70.8554327,11/29/2017,obsr132371,0101000020E6100000749BCB68BFB651C096A24BEE66CC4440
Bell's Vireo,Vireo bellii,1,Massachusetts,Bristol,Sconticut Neck--Shipyard Farm (FLPT),41.5968912,-70.8554327,12/5/2017,obsr753016,0101000020E6100000749BCB68BFB651C096A24BEE66CC4440
Say's Phoebe,Sayornis saya,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/31/2017,obsr448195,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
White Ibis,Eudocimus albus,2,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,7/30/2017,obsr354927,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Springfield Water Sewer Commission Pond,42.1173333,-72.8295279,11/25/2017,obsr173000,0101000020E6100000A76730FC163552C0AA1D0FC7040F4540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Hampden,Springfield Water Sewer Commission Pond,42.1173333,-72.8295279,11/2/2017,obsr132371,0101000020E6100000A76730FC163552C0AA1D0FC7040F4540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Hampden,Springfield Water Sewer Commission Pond,42.1173333,-72.8295279,11/2/2017,obsr132371,0101000020E6100000A76730FC163552C0AA1D0FC7040F4540
White Ibis,Eudocimus albus,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/1/2017,obsr34720,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Essex,"North Shore Community Gardens, Middleton",42.589057,-70.987281,10/27/2017,obsr56146,0101000020E610000094BDA59C2FBF51C06C3D4338664B4540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Essex,"North Shore Community Gardens, Middleton",42.589057,-70.987281,10/28/2017,obsr750833,0101000020E610000094BDA59C2FBF51C06C3D4338664B4540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Barnacle Goose,42.1178029,-72.8285247,11/11/2017,obsr337378,0101000020E6100000689B768C063552C0DE6F592A140F4540
White Ibis,Eudocimus albus,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/6/2017,obsr296640,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Springfield Water Sewer Commission Pond,42.1173333,-72.8295279,11/24/2017,obsr132371,0101000020E6100000A76730FC163552C0AA1D0FC7040F4540
White Ibis,Eudocimus albus,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,7/31/2017,obsr886,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
White Ibis,Eudocimus albus,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/2/2017,obsr584924,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
White Ibis,Eudocimus albus,1,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,8/11/2017,obsr533075,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Brown Pelican,Pelecanus occidentalis,1,Massachusetts,Suffolk,Point of Pines Beach,42.4417911,-70.9620506,5/8/2017,obsr403628,0101000020E61000003806AE3C92BD51C0FA145B9C8C384540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Filter Ponds,42.1198879,-72.8242278,11/12/2017,obsr684903,0101000020E61000000F5DF525C03452C0D3D7987C580F4540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Essex,"North Shore Community Gardens, Middleton",42.589057,-70.987281,10/25/2017,obsr326286,0101000020E610000094BDA59C2FBF51C06C3D4338664B4540
White Ibis,Eudocimus albus,2,Massachusetts,Barnstable,Wellfleet Bay Wildlife Sanctuary (Mass Audubon),41.8825315,-69.995712,7/31/2017,obsr356118,0101000020E6100000060FD3BEB97F51C04C18CDCAF6F04440
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Middlesex,Drumlin Farm Wildlife Sanctuary (Mass Audubon),42.40239,-71.3294,11/28/2017,obsr182063,0101000020E61000005BD3BCE314D551C0641EF98381334540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Middlesex,Drumlin Farm Wildlife Sanctuary (Mass Audubon),42.40239,-71.3294,11/28/2017,obsr182063,0101000020E61000005BD3BCE314D551C0641EF98381334540
South Polar Skua,Stercorarius maccormicki,3,Massachusetts,Barnstable,Race Point,42.0691855,-70.2381706,9/23/2017,obsr239617,0101000020E61000009977E62F3E8F51C0C0ED0912DB084540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Middlesex,Drumlin Farm Wildlife Sanctuary (Mass Audubon),42.40239,-71.3294,11/26/2017,obsr209079,0101000020E61000005BD3BCE314D551C0641EF98381334540
Mew Gull,Larus canus,1,Massachusetts,Barnstable,Race Point,42.0691855,-70.2381706,4/15/2017,obsr155732,0101000020E61000009977E62F3E8F51C0C0ED0912DB084540
Mew Gull,Larus canus,1,Massachusetts,Barnstable,Race Point,42.0691855,-70.2381706,4/15/2017,obsr155732,0101000020E61000009977E62F3E8F51C0C0ED0912DB084540
Ash-throated Flycatcher,Myiarchus cinerascens,1,Massachusetts,Middlesex,Drumlin Farm Wildlife Sanctuary (Mass Audubon),42.40239,-71.3294,11/26/2017,obsr803756,0101000020E61000005BD3BCE314D551C0641EF98381334540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,"Granville Road, Westfield, MA",42.1170561,-72.8302091,10/28/2017,obsr242135,0101000020E6100000DD555925223552C00EA6BCB1FB0E4540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,Lake Quannapowitt,42.5156385,-71.0798264,12/6/2017,obsr643030,0101000020E6100000E05630E01BC551C07D073F7100424540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,"Springfield Water Works Pond, Granville Road, Westfield",42.1173747,-72.8296094,11/12/2017,obsr27422,0101000020E6100000115D0652183552C05CF05822060F4540
Tufted Duck,Aythya fuligula,1,Massachusetts,Bristol,Acushnet River - Old Titleist,41.6780393,-70.9160587,1/21/2017,obsr17927,0101000020E6100000D76DABB4A0BA51C08D73E5FDC9D64440
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,12/4/2017,obsr420966,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,12/3/2017,obsr314690,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Black-throated Gray Warbler,Setophaga nigrescens,1,Massachusetts,Middlesex,"Lakeside Cemetery, Wakefield",42.5110927,-71.0807383,12/1/2017,obsr97018,0101000020E61000003782F9D02AC551C0B7DC4F7C6B414540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,US-MA-Ipswich-97-99 Proctor Rd - 42.6510x-70.8198 Pony Express Fields,42.651031,-70.819805,1/2/2017,obsr131080,0101000020E61000003A0664AF77B451C052D7DAFB54534540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,US-MA-Ipswich-97-99 Proctor Rd - 42.6510x-70.8198 Pony Express Fields,42.651031,-70.819805,1/2/2017,obsr131080,0101000020E61000003A0664AF77B451C052D7DAFB54534540
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Berkshire,US-MA-Peru-18-Bonny Ln - 42.4391x-73.0156,42.439081,-73.015565,2/5/2017,obsr537668,0101000020E6100000957D5704FF4052C0C2A563CE33384540
Tufted Duck,Aythya fuligula,1,Massachusetts,Plymouth,Assawompsett Ponds complex (please use more refined location),41.8176265,-70.9079238,2/19/2017,obsr192631,0101000020E6100000A5106D6C1BBA51C0E6EB32FCA7E84440
Townsend's Solitaire,Myadestes townsendi,1,Massachusetts,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,11/15/2017,obsr558377,0101000020E6100000B315EA9F16BF51C06FD16E9978C34440
Townsend's Solitaire,Myadestes townsendi,1,Massachusetts,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,11/13/2017,obsr40647,0101000020E6100000B315EA9F16BF51C06FD16E9978C34440
Boreal Chickadee,Poecile hudsonicus,1,Massachusetts,Berkshire,"18 Bonny Lane Peru, MA",42.4378372,-73.0152869,1/10/2017,obsr325709,0101000020E6100000AAE3E775FA4052C0717CA30C0B384540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,Grantville Road WTP,42.1174368,-72.8303969,11/9/2017,obsr275108,0101000020E6100000C90C0A39253552C067AC472B080F4540
Townsend's Solitaire,Myadestes townsendi,1,Massachusetts,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,11/24/2017,obsr18764,0101000020E6100000B315EA9F16BF51C06FD16E9978C34440
Townsend's Solitaire,Myadestes townsendi,1,Massachusetts,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,11/15/2017,obsr131797,0101000020E6100000B315EA9F16BF51C06FD16E9978C34440
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/4/2017,obsr50118,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/4/2017,obsr50118,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Painted Bunting,Passerina ciris,1,Massachusetts,Barnstable,US-MA-Orleans-225 Brick Hill Rd - 41.8011x-69.9611,41.801123,-69.961054,2/8/2017,obsr38456,0101000020E610000029ECA2E8817D51C06589CE328BE64440
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/18/2017,obsr567603,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/18/2017,obsr567603,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/4/2017,obsr487706,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Pink-footed Goose,Anser brachyrhynchus,1,Massachusetts,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,1/4/2017,obsr487706,0101000020E6100000DEBDED531FB451C05C4AA7BFA8544540
Barnacle Goose,Branta leucopsis,1,Massachusetts,Hampden,"1400â€“1426 Granville Rd, Westfield US-MA (42.1163,-72.8296)",42.116292,-72.829633,11/3/2017,obsr284928,0101000020E6100000ACAB02B5183552C0AA6400A8E20E4540
